TAX-306543	Paenibacillus harenae
DESULFONATION-PWY	benzenesulfonate degradation
TAX-417127	Zunongwangia
Pfam-PF13998.2	MgrB
GO:0005896	interleukin-6 receptor complex
TAX-1122158	Leeia oryzae
TAX-1185652	Sinorhizobium fredii
Pfam-PF07499.9	RuvA_C
TAX-38749	Phaeodactylaceae
Pfam-Entry-PF02230.12	Abhydrolase_2
GO:0005888	proteoglycan integral to plasma membrane
Pfam-PF00290.16	Trp_syntA
Pfam-Entry-PF09477.6	Type_III_YscG
Pfam-Entry-PF10442.5	FIST_C
Pfam-PF10041.5	DUF2277
GO:0070419	nonhomologous end joining complex
Pfam-PF08328.7	ASL_C
Pfam-PF00252.14	Ribosomal_L16
PWY-5782	2-keto-L-gulonate biosynthesis
Pfam-Entry-PF05193.17	Peptidase_M16_C
TAX-887712	Chlamydia trachomatis
TAX-323259	Methanospirillum hungatei
TAX-470864	Gracilibacillus halophilus
GO:0001618	virus receptor activity
PC-7	APC-family-Transporters
PWY-7377	cob(II)yrinate <i>a,c</i>-diamide biosynthesis I (early cobalt insertion)
Pfam-PF02016.11	Peptidase_S66
TAX-2263	Thermococcus
DIPHTINE	a diphthine-[translation elongation factor 2]
GO:0006335	DNA replication-dependent nucleosome assembly
TAX-723171	Vibrio genomosp. F10
TAX-67287	Streptomyces cinnabarinus
GO:0016843	amine-lyase activity
TAX-4667	Liliales
GO:0046570	methylthioribulose 1-phosphate dehydratase activity
Crotonyl-ACPs	a crotonyl-[acp]
GO:0035299	inositol pentakisphosphate 2-kinase activity
N-acetylisoleucine-Modifications	N-acetylisoleucine
TAX-351673	Xenorhabdus cabanillasii
GO:0000279	M phase
PWY-6320	phaselate biosynthesis
TAX-1437605	Bifidobacterium actinocoloniiforme
Cytochromes-C550-Ox	an oxidized cytochrome <i>c550</i>
GO:0046368	GDP-L-fucose metabolic process
TAX-3752	Malus sylvestris
TAX-37236	Amauroascus
Pfam-Entry-PF05708.8	Peptidase_C92
Hydroxy-Amino-Acids	a hydroxylated amino acid
TAX-469008	Escherichia coli
LysW-L-glutamate	an [L-2-aminoadipate carrier protein]-L-glutamate
Pfam-PF02527.11	GidB
Phytocassanes	a phytocassane
Pfam-PF08786.7	DUF1795
TAX-1134830	Enterococcus faecium
Pfam-PF04375.10	HemX
GO:0005146	leukemia inhibitory factor receptor binding
Pfam-Entry-PF07849.7	DUF1641
GO:0015026	coreceptor activity
TAX-32198	Thunbergia alata
Pfam-Entry-PF01900.15	RNase_P_Rpp14
TAX-45119	Hadromerida
TAX-1185	Rivulariaceae
Pfam-PF03527.10	RHS
Pfam-PF03872.9	RseA_N
tRNA-containing-5-CarbMeAminome-2-ThioU	a 5-carboxymethylaminomethyl-2-thiouridine in tRNA
Pfam-Entry-PF05925.8	IpgD
TAX-1049978	Leptospira santarosai
Pfam-Entry-PF02602.11	HEM4
TAX-170622	Bordetella sp. 10d
3-Beta-Hydroxysterol-Esters	a 3-&beta;-hydroxysteroid ester
TAX-679200	Johnsonella ignava
TAX-330779	Sulfolobus acidocaldarius
TAX-162154	Candidatus Arcobacter sulfidicus
Pfam-Entry-PF06580.9	His_kinase
3-oxo-behenoyl-ACPs	a 3-oxo-behenoyl-[acp]
TAX-2850	Phaeodactylum tricornutum
Pfam-PF13495.2	Phage_int_SAM_4
GO:0047856	dihydrocoumarin hydrolase activity
GO:0015128	gluconate transmembrane transporter activity
TAX-669461	Paenibacillus pini
TAX-1267005	Hyphomicrobium zavarzinii
Pfam-Entry-PF10728.5	DUF2520
GO:0004869	cysteine-type endopeptidase inhibitor activity
TAX-760756	Streptococcus pneumoniae
GO:0050485	oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor
N-ACYL-D-GLUTAMATE	an <i>N</i>-acyl-D-glutamate
TAX-35076	Patiria
GO:0018838	mandelate racemase activity
Pfam-PF06051.8	DUF928
GO:1902412	regulation of mitotic cytokinesis
Steroid-Hormones	a steroid hormone
GO:0008521	acetyl-CoA transporter activity
GO:0007601	visual perception
Pfam-Entry-PF01007.16	IRK
Carbohydrates-Degradation	Carbohydrates Degradation
TAX-1307775	Anserineae
TAX-70803	Salmonella enterica
GO:0042917	alkylphosphonate transmembrane transporter activity
GO:0004877	complement component C3b receptor activity
TAX-136849	Pseudomonas syringae group
Pfam-Entry-PF14551.2	MCM_N
Carboxyphthiodiolenone-PpsAE	a carboxyphthiodiolenone-[(phenol)carboxyphthiodiolenone synthase]
TAX-364098	Sphingosinicella xenopeptidilytica
TAX-875329	Pseudomonas savastanoi
25S-rRNAs	25S-rRNA
Pfam-Entry-PF06262.7	Zincin_1
Pfam-PF14683.2	CBM-like
Pfam-Entry-PF06414.8	Zeta_toxin
TAX-269801	Bacillus cereus
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors
TAX-1484157	Pantoea sp. PSNIH2
TAX-1045854	Weissella koreensis
SOPHOROSYLOXYDOCOSANOATE-SYN-PWY	sophorolipid biosynthesis
TAX-161492	Anaeromyxobacter
GO:0015234	thiamine transmembrane transporter activity
TAX-752789	Escherichia coli
Pfam-PF05509.7	TraY
35-di-O-methylflavonoids	a 3',5'-dimethoxyflavonoid
TAX-823	Parabacteroides distasonis
Pfam-Entry-PF14017.2	DUF4233
Pfam-PF13675.2	PilJ
GO:0047841	dehydrogluconokinase activity
GO:0046982	protein heterodimerization activity
GO:0008814	citrate CoA-transferase activity
TAX-314260	Parvularcula bermudensis
TAX-1484898	Methyloceanibacter
Pfam-Entry-PF13506.2	Glyco_transf_21
Pfam-PF03895.11	YadA_anchor
Pfam-PF09099.6	Qn_am_d_aIII
Pfam-PF00639.17	Rotamase
Pfam-PF07980.7	SusD
PWY-5340	sulfate activation for sulfonation
PWY-5765	1,3,5-trimethoxybenzene biosynthesis
GO:0018055	peptidyl-lysine lipoylation
tRNAs-with-queuine	a queuosine<sup>34</sup> in tRNA
PWY-5665	vanillin biosynthesis I
Pfam-Entry-PF00829.17	Ribosomal_L21p
Pfam-PF03372.19	Exo_endo_phos
Pfam-PF14251.2	DUF4346
GO:0007030	Golgi organization
TAX-1304275	Salinisphaera hydrothermalis
TAX-1055528	Helicobacter pylori
TAX-935593	Neisseria meningitidis
GO:0019856	pyrimidine nucleobase biosynthetic process
Pfam-PF07471.8	Phage_Nu1
GO:0009060	aerobic respiration
Pfam-PF13306.2	LRR_5
TAX-6425	Riftia
TAX-497742	Desulfatirhabdium
Pfam-PF07511.7	DUF1525
Pfam-Entry-PF03845.9	Spore_permease
TAX-5507	Fusarium oxysporum
Pfam-Entry-PF06908.7	DUF1273
DNA-Cyclobuta-Dipyrimidines	a DNA cyclobutadipyrimidine
Pfam-Entry-PF11020.4	DUF2610
Pfam-Entry-PF05443.7	ROS_MUCR
Pfam-PF16964.1	TadF
GO:0045823	positive regulation of heart contraction
TAX-1138886	Enterococcus faecium
TAX-1079922	Commensalibacter
GO:0061439	kidney vasculature morphogenesis
TAX-871738	Dehalobacter restrictus
TAX-181663	Desulfococcus oleovorans
Pfam-Entry-PF05713.7	MobC
Glucose-1-P	glucose-1-phosphate
Pfam-PF11751.4	DUF3308
Pfam-Entry-PF05810.8	NinF
2-3-didehydroalanine-Modifications	2,3-didehydroalanine
Pfam-PF00782.16	DSPc
Pfam-PF02544.12	Steroid_dh
GO:0032329	serine transport
Pfam-Entry-PF10725.5	DUF2517
Glc-EGF-like-domain	Glc-&beta;-EGF-like domain
TAX-261591	Bacillus anthracis
TAX-1957	Streptomyces sclerotialus
TAX-1239962	Mariniradius saccharolyticus
Uracil17-in-tRNAs	a uracil<sup>17</sup> in tRNA
TAX-926566	Terriglobus roseus
Pfam-PF16301.1	DUF4943
Pfam-Entry-PF12614.4	RRF_GI
TAX-1645	Renibacterium
Pfam-PF02441.15	Flavoprotein
TAX-767891	Candidatus Puniceispirillum
Short-Chain-2-Enoyl-CoAs	a short-chain 2-enoyl-CoA
TAX-1121014	Arenimonas donghaensis
BC-2.1.4	DNA repair
Pfam-Entry-PF02388.12	FemAB
Pfam-PF16976.1	RcpC
GO:0019988	charged-tRNA amino acid modification
Pfam-PF05031.8	NEAT
Pfam-PF14127.2	DUF4294
GO:0015726	L-idonate transport
GO:0034195	L-galactonate catabolic process
GO:0004099	chitin deacetylase activity
TAX-29382	Staphylococcus cohnii
Methylated-MtsB-Proteins	a [methyl-Co(III) methanethiol-specific corrinoid protein]
Pfam-Entry-PF01345.14	DUF11
TAX-3038	Euglena
Pfam-PF04531.9	Phage_holin_1
GO:0019441	tryptophan catabolic process to kynurenine
GO:0006006	glucose metabolic process
Pfam-PF06853.8	DUF1249
GO:0007392	initiation of dorsal closure
GO:0004121	cystathionine beta-lyase activity
GO:0005095	GTPase inhibitor activity
TAX-218497	Chlamydophila abortus
Mitogen-Activated-Protein-Kinase	a mitogen-activated protein kinase
GO:0007276	gamete generation
TAX-746361	Lactococcus lactis
TAX-3215	Funariales
Pfam-PF09629.6	YorP
Pfam-Entry-PF11360.4	DUF3110
TAX-36866	unclassified Enterobacteriaceae (miscellaneous)
Pfam-Entry-PF13624.2	SurA_N_3
Pfam-PF13187.2	Fer4_9
N-acetyltyrosine-Modifications	N-acetyltyrosine
GO:1990060	maltose transport complex
TAX-461281	Ogataea
GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
NAc-Glc-Man-Man-R	<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;2)-&alpha;-D-mannosyl-(1&rarr;3)-&alpha;-D-mannosyl-R
TAX-54256	Pyrodictium abyssi
TAX-85028	Tsukamurellaceae
PWY-5431	aromatic compounds degradation via &beta;-ketoadipate
TAX-931444	Staphylococcus aureus
Pfam-PF01338.14	Bac_thur_toxin
Pfam-Entry-PF13734.2	Inhibitor_I69
Pfam-PF04269.8	DUF440
TAX-443144	Geobacter sp. M21
TAX-268499	Crambidae
Aryl-beta-D-Glucosides	an aryl &beta;-D-glucoside
GO:0005851	eukaryotic translation initiation factor 2B complex
Pfam-PF14146.2	DUF4305
Pfam-PF12527.4	DUF3727
TAX-10090	Mus musculus
TAX-60133	Prevotella pallens
TAX-868187	Escherichia coli
Pfam-Entry-PF11385.4	DUF3189
TAX-616991	Arenibacter algicola
TAX-29460	Brucella neotomae
TAG-18-2-32-0s	a TAG(18:2/32:0)
TAX-29393	Dolosigranulum
TAX-164113	Citrus x microcarpa
TAX-13810	Anthocerotales
TAX-32062	Deinococcus radiophilus
Pfam-PF03934.9	T2SSK
TAX-697279	Bavariicoccus
TAX-1273125	Rhodococcus rhodnii
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity
PWY-5497	purine nucleobases degradation II (anaerobic)
Dsb-D	DsbD
TAX-191028	Leisingera
Pfam-Entry-PF03373.10	Octapeptide
TR-12	Transport Energised by the Membrane Electrochemical Gradient
GO:0005142	interleukin-11 receptor binding
TAX-768670	Calditerrivibrio nitroreducens
BC-1.5.2.1	purine biosynthesis
Pfam-Entry-PF11537.4	DUF3227
GO:0034450	ubiquitin-ubiquitin ligase activity
diacyl-3-O-glucl-1-6-gluc-sn-glycerol	a 1,2-diacyl-3-O-(&beta;-D-glucopyranosyl-(1->6)-O-&beta;-D-glucopyranosyl)-<i>sn</i>-glycerol
TAX-107441	Cryptococcus <Filobasidiales>
Pfam-Entry-PF12912.3	N_NLPC_P60
Pfam-PF06030.8	DUF916
Pfam-Entry-PF01960.14	ArgJ
GO:0018662	phenol 2-monooxygenase activity
TAX-216945	Spiroplasma syrphidicola
Pfam-Entry-PF04353.9	Rsd_AlgQ
Pfam-PF13209.2	DUF4017
GO:0009346	citrate lyase complex
Pfam-Entry-PF14519.2	Macro_2
Pfam-Entry-PF13353.2	Fer4_12
TAX-41138	Coccinella
TAX-593909	Mesorhizobium opportunistum
Pfam-Entry-PF04567.13	RNA_pol_Rpb2_5
PWY-7149	superpathway polymethylated quercetin/quercetagetin glucoside biosynthesis (Chrysosplenium)
Pfam-PF07865.7	DUF1652
Pfam-Entry-PF06194.7	Phage_Orf51
TAX-1004952	Streptococcus suis
GO:0004341	gluconolactonase activity
Pfam-PF03379.9	CcmB
Pfam-PF11950.4	DUF3467
GO:0045912	negative regulation of carbohydrate metabolic process
GO:0009703	nitrate reductase (NADH) activity
Pfam-Entry-PF12676.3	DUF3796
Pfam-Entry-PF06950.7	DUF1293
TAX-46472	Aspergillus versicolor
Pfam-PF14234.2	DUF4336
CPD-224	a dolichyl diphosphate
TAX-693072	Caldisericales
GO:0021825	substrate-dependent cerebral cortex tangential migration
TAX-6061	Halichondria
TAX-904781	Staphylococcus aureus
TAX-539813	Enterobacter mori
TAX-1182708	Escherichia coli
Pfam-PF11574.4	DUF3235
Pfam-PF11026.4	DUF2721
Pfam-PF13171.2	DUF4004
TAX-272240	Pseudoclavibacter faecalis
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity
RHg	an alkylmercury
Pfam-PF01883.15	DUF59
GO:0019058	viral life cycle
GO:0045182	translation regulator activity
GO:0031690	adrenergic receptor binding
Pfam-Entry-PF00471.16	Ribosomal_L33
GO:0003772	co-chaperonin activity
GO:0007349	cellularization
Pfam-PF01697.23	Glyco_transf_92
TAX-58117	Microbispora rosea
Pfam-Entry-PF04200.8	Lipoprotein_17
Pfam-Entry-PF14507.2	CppA_C
Aldonolactones	an aldonolactone
GO:0003799	antifungal peptide activity
Pfam-Entry-PF13751.2	DDE_Tnp_1_6
Anthocyanidin-3-O-beta-D-glucosides	an anthocyanidin-3-<i>O</i>-&beta;-D-glucoside
Pfam-PF06259.8	Abhydrolase_8
Pfam-Entry-PF16316.1	DUF4956
Pfam-Entry-PF02274.13	Amidinotransf
Pfam-PF11523.4	DUF3223
Pfam-PF14126.2	DUF4293
Pfam-Entry-PF09285.7	Elong-fact-P_C
TAX-1105367	Paenirhodobacter enshiensis
GO:0035259	glucocorticoid receptor binding
TAX-183477	Stemphylium loti
GO:0015421	oligopeptide-transporting ATPase activity
TAX-69714	Treponema socranskii
TAX-333367	[Clostridium] asparagiforme
Pfam-Entry-PF16887.1	DUF5081
GO:0043546	molybdopterin cofactor binding
TAX-265477	Desulfotomaculum alcoholivorax
GO:0001872	(1->3)-beta-D-glucan binding
rRNA-Uracil	a uracil in rRNA
TAX-221822	Phaeobacter inhibens
TAX-110618	Nectriaceae
XANTHONE-DEG	Xanthones Degradation
TAX-4018	Tropaeolaceae
Pfam-PF13482.2	RNase_H_2
GO:0051020	GTPase binding
Pfam-Entry-PF16785.1	SMBP
ORG-5868	Arthrobacter sp.
Pfam-PF12322.4	T4_baseplate
Pfam-Entry-PF14016.2	DUF4232
Pfam-Entry-PF01794.15	Ferric_reduct
TAX-167828	Marphysa sanguinea
N-N-dimethylproline-Modifications	N,N-dimethylproline
Monolactams	a monolactam
TAX-844	Wolinella succinogenes
Pfam-Entry-PF13248.2	zf-ribbon_3
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity
Protein-C-terminal-L-Arginine	a [protein]-with a C-terminal L-arginine
PWY-6693	D-galactose degradation IV
TAX-441159	Burkholderia pseudomallei
Malonate-Decarboxylases-Malonyl-Form	a malonyl-[<i>holo</i> malonate decarboxylase acyl-carrier protein]
GO:0008993	rhamnulokinase activity
TAX-1049937	Leptospira interrogans
TAX-1159488	Staphylococcus equorum
TAX-165808	Cystofilobasidiaceae
Pfam-Entry-PF02090.11	SPAM
Pfam-PF05913.7	DUF871
Pfam-PF09192.6	Act-Frag_cataly
Pfam-Entry-PF09558.6	DUF2375
ORG-6163	Pseudaminobacter salicylatoxidans
Sterol-Biosynthesis	Sterol Biosynthesis
Pfam-PF07805.8	HipA_N
GO:0051345	positive regulation of hydrolase activity
PWY-3061	menthol biosynthesis
NNN-trimethyl-terminal-YPK	an N terminal <i>N,N,N</i>-trimethyl-(A/S)PK-[protein]
Pfam-PF00300.18	His_Phos_1
GO:0015267	channel activity
Pfam-PF14819.2	QueF_N
GO:0000035	acyl binding
GO:0005123	death receptor binding
TAX-1053189	Bacillus cereus
Pfam-PF11127.4	DUF2892
Apiofuranosylglu-7-hydroxyisoflavonoids	a 7-[&beta;-D-apiofuranosyl-(1&rarr;6)-&beta;-D-glucopyranosyloxy]isoflavonoid
Pfam-Entry-PF02963.12	EcoRI
TAX-1524962	Chlorodendrophyceae
Pfam-Entry-PF16198.1	TruB_C_2
GLYCOLATEMET-PWY	glycolate and glyoxylate degradation I
Pfam-Entry-PF12411.4	Choline_sulf_C
TAX-72984	Ceratostomataceae
TAX-760784	Streptococcus pneumoniae
Pfam-Entry-PF07664.8	FeoB_C
GO:0006412	translation
TAX-1193055	Leptospira noguchii
GO:1901379	regulation of potassium ion transmembrane transport
Pfam-PF06526.8	DUF1107
TAX-1056	Thiocapsa
TAX-2261	Pyrococcus furiosus
PWY-7534	gliotoxin inactivation
GO:0035850	epithelial cell differentiation involved in kidney development
Pfam-Entry-PF14404.2	Strep_pep
GO:0008379	thioredoxin peroxidase activity
Nitriles	a nitrile
Hydroxy-Fatty-Acids-Biosynthesis	Hydroxylated Fatty Acids Biosynthesis
GO:1901463	regulation of tetrapyrrole biosynthetic process
GO:0000018	regulation of DNA recombination
GO:0007388	posterior compartment specification
Pfam-Entry-PF11195.4	DUF2829
GO:0003008	system process
tRNA-uridine55	a uridine<sup>55</sup> in tRNA
Pfam-Entry-PF10397.5	ADSL_C
Pfam-PF13985.2	YbgS
Pfam-Entry-PF04002.11	RadC
TAX-869313	Streptococcus pneumoniae
GO:0016925	protein sumoylation
TAX-679936	Sulfobacillus acidophilus
TAX-525278	Enterococcus faecalis
GO:0016634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor
Pfam-PF01536.12	SAM_decarbox
GO:0008366	axon ensheathment
TAX-5250	Ceratobasidiaceae
Pfam-Entry-PF07221.7	GlcNAc_2-epim
GO:0004906	interferon-gamma receptor activity
Pfam-PF11553.4	DUF3231
Gentisate-Degradation	Gentisate Degradation
GO:0043824	succinylglutamate-semialdehyde dehydrogenase activity
Pfam-Entry-PF01795.15	Methyltransf_5
GO:0018112	proline racemase activity
GO:0016556	mRNA modification
Pfam-PF12765.3	Cohesin_HEAT
PWY-5673	nitrate reduction III (dissimilatory)
PWY-5364	sulfur reduction II (via polysulfide)
GO:0071972	peptidoglycan L,D-transpeptidase activity
TAX-1280950	Hyphomonas johnsonii
TAX-1127672	Paraglaciecola chathamensis
Red-FADH2-Flavoproteins	a reduced flavoprotein (FADH<sub>2</sub>)
TAX-431947	Porphyromonas gingivalis
GROUP-TRANSLOCATION	Group Translocation
TAX-204286	Cobetia
Pfam-PF01385.15	OrfB_IS605
TAX-85991	Chlamydia pecorum
N4-Methylcytosine-Containing-rRNAs	rRNA containing <i>N</i><sup>4</sup>-methylcytosine
TAX-747365	Thermodesulfobium narugense
Thalian-diols	a thalian-diol
TAX-3696	Populus deltoides
PWY-6721	sangivamycin biosynthesis
Pinitol-Biosynthesis	Pinitol Biosynthesis
TAX-608534	Oribacterium sp. oral taxon 078
P108-PWY	pyruvate fermentation to propanoate I
TAX-1291540	Candidatus Methanomethylophilus alvus
GO:0042675	compound eye cone cell differentiation
Pfam-PF11969.4	DcpS_C
TAX-251221	Gloeobacter violaceus
Pfam-PF13932.2	GIDA_assoc
Pfam-Entry-PF00264.16	Tyrosinase
Pfam-PF11937.4	DUF3455
GO:0019659	glucose catabolic process to lactate
TAX-1082932	Agrobacterium tumefaciens
GO:0032869	cellular response to insulin stimulus
TAX-553384	Alishewanella agri
TAX-1004151	Photorhabdus temperata
TAX-77065	Salix purpurea
TAX-1538644	Sphingobacterium sp. ML3W
Pfam-Entry-PF08410.6	DUF1737
FERRICYTOCHROME-B1	a ferricytochrome  <i>b</i><sub>1</sub>
Pfam-Entry-PF00465.15	Fe-ADH
TAX-469587	Bacteroides sp. 2_1_16
Pfam-Entry-PF02153.13	PDH
GO:0034035	purine ribonucleoside bisphosphate metabolic process
TAX-684738	Lactococcus lactis
PWY-6896	thiamin salvage I
GO:0042534	regulation of tumor necrosis factor biosynthetic process
GO:0019854	L-ascorbic acid catabolic process
GO:0050262	ribosylnicotinamide kinase activity
Pep-Ile-or-Leu-or-Val-Phe-Gly-His	a peptide with a C-terminal Ile/Leu/Val-Phe-Gly-His motif
TAX-1120942	Actinomyces georgiae
GO:0004087	carbamoyl-phosphate synthase (ammonia) activity
TAX-931454	Staphylococcus aureus
26-Dideoxyhexoses	a 2,6-dideoxyhexose
Pfam-Entry-PF02900.14	LigB
TAX-49827	Glycyrrhiza glabra
PWY-5199	factor 420 polyglutamylation
Pfam-PF10696.5	DUF2501
GO:0005529	sugar binding
TAX-637887	Ruminiclostridium thermocellum
TAX-167639	Ilyobacter
TAX-272548	Actinomyces dentalis
GO:0048332	mesoderm morphogenesis
Pfam-PF05592.7	Bac_rhamnosid
GO:2000045	regulation of G1/S transition of mitotic cell cycle
Pfam-PF09947.5	DUF2180
TAX-1508419	Thermotoga caldifontis
Pre-tRNA-5-prime-half-molecules	a 5' half-tRNA molecule with a 2',3' cyclic phosphate on its 3' end
GO:0004588	orotate phosphoribosyltransferase activity
TAX-230355	Methanolacinia
TAX-1274722	Erwinia toletana
TAX-4512	Hordeum
Pfam-PF00837.13	T4_deiodinase
TAX-33888	Rathayibacter tritici
GO:0000171	ribonuclease MRP activity
Pfam-PF08481.6	GBS_Bsp-like
GO:0008974	phosphoribulokinase activity
TAX-2336	Thermotoga maritima
a-2-oxoglutarate-dehydrogenase-E2-protei	a [2-oxoglutarate-dehydrogenase E2 protein] N<sup>6</sup>-octanoyl-L-lysine
TAX-1123355	Terasakiella pusilla
PWY-5133	cohumulone biosynthesis
TAG-18-2-38-2s	a TAG(18:2/38:2)
GO:0042684	cardioblast cell fate commitment
TAX-126740	Thermotoga sp. RQ2
TAX-1334187	Haemophilus influenzae
Pfam-PF04465.8	DUF499
EC-1.8	1.8 -- Acting on a sulfur group of donors
Pfam-Entry-PF14499.2	DUF4437
TAX-879089	Listeria monocytogenes
Pfam-Entry-PF16472.1	DUF5050
PWY-5766	glutamate degradation X
rRNA-Guanines	rRNA guanine
TAX-182082	Chlamydophila pneumoniae
TAX-559292	Saccharomyces cerevisiae
TAX-1370	Marinococcus
Pfam-Entry-PF02604.15	PhdYeFM_antitox
GO:0000151	ubiquitin ligase complex
TAX-303	Pseudomonas putida
TAX-168384	Marvinbryantia formatexigens
GO:0045852	pH elevation
Pfam-Entry-PF16655.1	PhoD_N
TAX-671218	Alloprevotella rava
TAX-6843	Chelicerata
TAX-426533	Burkholderia sp. KU-46
Pfam-PF02782.12	FGGY_C
TAX-87626	Pseudoalteromonas tunicata
TAX-3593	Cactaceae
Pfam-Entry-PF07456.7	Hpre_diP_synt_I
TAX-313595	Psychroflexus torquis
TAX-880591	Ketogulonicigenium vulgare
TAX-376730	Zhouia amylolytica
Pfam-Entry-PF07264.7	EI24
GO:0043409	negative regulation of MAPK cascade
BC-3.1.2	transcriptional level
Pfam-Entry-PF09652.6	Cas_VVA1548
GO:0005128	erythropoietin receptor binding
TAX-169617	Rubioideae
Pfam-PF07691.8	PA14
PWY-2361	3-oxoadipate degradation
Pfam-Entry-PF13655.2	RVT_N
Pfam-Entry-PF16326.1	ABC_tran_CTD
TAX-861914	Fibrella
GO:0007127	meiosis I
TAX-1585432	Onagreae
TAX-406427	Anthoathecata
GO:0007389	pattern specification process
Pfam-Entry-PF14410.2	GH-E
TAX-1036172	Arcobacter butzleri
Pfam-PF00150.14	Cellulase
5-L-GLUTAMYL-PEPTIDE	a 5-L-glutamyl-[peptide]
TAX-4479	Poaceae
Pfam-PF07976.8	Phe_hydrox_dim
Pfam-Entry-PF12371.4	TMEM131_like
TAX-888741	Kingella denitrificans
PWY1-3	polyhydroxybutanoate biosynthesis
TAX-710421	Mycobacterium chubuense
TAX-1449343	Carnobacterium pleistocenium
GO:0031439	positive regulation of mRNA cleavage
GO:0031365	N-terminal protein amino acid modification
Pfam-Entry-PF13102.2	Phage_int_SAM_5
TAX-435591	Parabacteroides distasonis
GO:0046078	dUMP metabolic process
TAX-167965	uncultured Termite group 1 bacterium
GO:0004419	hydroxymethylglutaryl-CoA lyase activity
GO:0097163	sulfur carrier activity
Pfam-Entry-PF08855.6	DUF1825
TAX-1473	Virgibacillus pantothenticus
PWY-6888	zealexin biosynthesis
N1-MeAdenine57-MeAdenine58-tRNAs	N<sup>1</sup>-methyladenine<sup>57</sup>/N<sup>1</sup>-methyladenine<sup>58</sup> in tRNA
GO:0030548	acetylcholine receptor regulator activity
Pfam-Entry-PF08522.6	DUF1735
TAX-905067	Streptococcus parasanguinis
TAX-33636	Laminariaceae
Pfam-Entry-PF01082.16	Cu2_monooxygen
PWY-6946	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)
Pfam-PF02633.10	Creatininase
GO:0016780	phosphotransferase activity, for other substituted phosphate groups
Pfam-Entry-PF16290.1	DUF4936
GO:0043228	non-membrane-bounded organelle
TAX-13335	Anaerobiospirillum succiniciproducens
Pfam-Entry-PF00575.19	S1
GO:0004879	ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity
TAX-903936	Acinetobacter baumannii
Pfam-Entry-PF05167.8	DUF711
GO:0007091	metaphase/anaphase transition of mitotic cell cycle
TAX-880447	Mycoplasma leachii
Pfam-PF11808.4	DUF3329
TAX-177073	Caulerpa peltata
GO:0046483	heterocycle metabolic process
Pfam-Entry-PF11017.4	DUF2855
GO:0030173	integral component of Golgi membrane
GO:0004864	protein phosphatase inhibitor activity
GO:0036211	protein modification process
TAX-1521255	Candidatus Paracaedibacter
GO:0016749	N-succinyltransferase activity
Pfam-Entry-PF14447.2	Prok-RING_4
